time,machine,cycle_id,product,recipe,recipe_ver,mold_id,shot_count,phase,event,t_upper,t_lower,force,position,force_unit
2026-06-01 08:55:00,M-01,CYC-0027,,,,,0,press,process.sample,377.6,376.3,513.9,4.10,kN
2026-06-01 08:55:15,M-01,CYC-0027,LENS-A,RCP-A,3,MOLD-02,12078,anneal,process.sample,421.4,417.2,506.2,5.96,kN
2026-06-01 08:55:30,M-01,CYC-0027,LENS-A,RCP-A,3,MOLD-02,12078,cool,process.sample,457.2,452.4,528.4,8.03,kN
2026-06-01 08:55:45,M-01,CYC-0027,LENS-A,RCP-A,3,MOLD-02,12078,cool,cycle.completed,117.5,116.6,0.0,10.00,kN
2026-06-01 08:56:15,M-01,CYC-0028,LENS-A,RCP-A,3,MOLD-02,12081,preheat,cycle.started,179.3,176.4,0.0,0.00,kN
2026-06-01 08:56:35,M-01,CYC-0028,LENS-A,RCP-A,3,MOLD-02,12081,preheat,process.sample,298.7,294.5,0.0,0.06,kN
2026-06-01 08:56:50,M-01,CYC-0028,LENS-A,RCP-A,3,MOLD-02,12081,soak,process.sample,337.8,333.3,0.0,2.04,kN
2026-06-01 08:57:05,M-01,CYC-0028,LENS-A,RCP-A,3,MOLD-02,12081,press,process.sample,382.6,380.9,505.5,3.96,kN
2026-06-01 08:57:20,M-01,CYC-0028,LENS-A,RCP-A,3,MOLD-02,12081,anneal,process.sample,420.7,419.5,506.4,5.99,kN
2026-06-01 08:57:35,M-01,CYC-0028,LENS-A,RCP-A,3,MOLD-02,12081,cool,process.sample,458.4,455.9,509.4,8.02,kN
2026-06-01 08:57:50,M-01,CYC-0028,LENS-A,RCP-A,3,MOLD-02,12081,cool,cycle.completed,119.3,117.7,0.0,10.00,kN
2026-06-01 08:58:20,M-01,CYC-0029,LENS-A,RCP-A,3,MOLD-02,12084,preheat,cycle.started,180.6,177.6,0.0,0.00,kN
2026-06-01 08:58:40,M-01,CYC-0029,LENS-A,RCP-A,3,MOLD-02,12084,preheat,process.sample,301.5,298.0,0.0,0.07,kN
2026-06-01 08:58:55,M-01,CYC-0029,LENS-A,RCP-A,3,MOLD-02,12084,soak,process.sample,337.7,333.0,0.0,2.05,kN
2026-06-01 08:59:10,M-01,CYC-0029,LENS-A,RCP-A,3,MOLD-02,12084,press,process.sample,377.4,374.3,517.9,4.10,kN
2026-06-01 08:59:25,M-01,CYC-0029,LENS-A,RCP-A,3,MOLD-02,12084,anneal,process.sample,420.6,418.8,513.5,5.92,kN
2026-06-01 08:59:40,M-01,CYC-0029,LENS-A,RCP-A,3,MOLD-02,12084,cool,process.sample,461.0,456.3,507.6,8.06,kN
2026-06-01 09:00:25,M-01,CYC-0030,LENS-A,RCP-A,3,MOLD-02,12087,preheat,cycle.started,182.0,178.8,0.0,0.00,kN
2026-06-01 09:00:45,M-01,CYC-0030,LENS-A,RCP-A,3,MOLD-02,12087,preheat,process.sample,298.8,297.2,0.0,-0.04,kN
2026-06-01 09:01:00,M-01,CYC-0030,LENS-A,RCP-A,3,MOLD-02,12087,soak,process.sample,337.9,332.3,0.0,1.95,kN
2026-06-01 09:01:15,M-01,CYC-0030,LENS-A,RCP-A,3,MOLD-02,12087,press,process.sample,377.3,372.9,523.2,3.95,kN
2026-06-01 09:01:30,M-01,CYC-0030,LENS-A,RCP-A,3,MOLD-02,12087,anneal,process.sample,419.9,415.9,505.0,6.06,kN
2026-06-01 09:01:45,M-01,CYC-0030,LENS-A,RCP-A,3,MOLD-02,12087,cool,process.sample,457.6,452.0,521.5,7.97,kN
2026-06-01 09:02:00,M-01,CYC-0030,LENS-A,RCP-A,3,MOLD-02,12087,cool,cycle.completed,121.7,119.6,0.0,10.00,kN
2026-06-01 09:02:30,M-01,CYC-0031,LENS-A,RCP-A,3,MOLD-02,12090,preheat,cycle.started,178.6,178.7,0.0,0.00,kN
2026-06-01 09:02:50,M-01,CYC-0031,LENS-A,RCP-A,3,MOLD-02,12090,preheat,process.sample,300.0,298.4,0.0,0.07,kN
2026-06-01 09:03:05,M-01,CYC-0031,LENS-A,RCP-A,3,MOLD-02,12090,soak,process.sample,337.7,331.8,0.0,2.04,kN
2026-06-01 09:03:20,M-01,CYC-0031,LENS-A,RCP-A,3,MOLD-02,12090,press,process.sample,377.2,372.6,529.5,4.05,kN
2026-06-01 09:03:35,M-01,CYC-0031,LENS-A,RCP-A,3,MOLD-02,12090,anneal,process.sample,421.6,418.7,531.8,5.94,kN
2026-06-01 09:03:50,M-01,CYC-0031,LENS-A,RCP-A,3,MOLD-02,12090,cool,process.sample,461.6,458.8,516.0,8.01,kN
2026-06-01 09:04:05,M-01,CYC-0031,LENS-A,RCP-A,3,MOLD-02,12090,cool,cycle.completed,118.0,118.2,0.0,10.00,kN
2026-06-01 09:04:35,M-01,CYC-0032,LENS-A,RCP-A,3,MOLD-02,12093,preheat,cycle.started,179.4,178.3,0.0,0.00,kN
2026-06-01 09:04:55,M-01,CYC-0032,LENS-A,RCP-A,3,MOLD-02,12093,preheat,process.sample,301.1,299.9,0.0,0.07,kN
2026-06-01 09:05:10,M-01,CYC-0032,LENS-A,RCP-A,3,MOLD-02,12093,soak,process.sample,339.9,337.8,0.0,2.00,kN
2026-06-01 09:05:25,M-01,CYC-0032,LENS-A,RCP-A,3,MOLD-02,12093,press,process.sample,377.4,372.2,509.3,3.94,kN
2026-06-01 09:05:40,M-01,CYC-0032,LENS-A,RCP-A,3,MOLD-02,12093,anneal,process.sample,417.7,414.9,506.4,5.91,kN
2026-06-01 09:05:55,M-01,CYC-0032,LENS-A,RCP-A,3,MOLD-02,12093,cool,process.sample,462.1,459.2,513.6,8.06,kN
2026-06-01 09:06:10,M-01,CYC-0032,LENS-A,RCP-A,3,MOLD-02,12093,cool,cycle.completed,121.9,118.6,0.0,10.00,kN
2026-06-01 09:06:40,M-01,CYC-0033,LENS-A,RCP-A,3,MOLD-02,12096,preheat,cycle.started,179.9,176.3,0.0,0.00,kN
2026-06-01 09:07:00,M-01,CYC-0033,LENS-A,RCP-A,3,MOLD-02,12096,preheat,process.sample,299.5,297.6,0.0,-0.06,kN
2026-06-01 09:07:15,M-01,CYC-0033,LENS-A,RCP-A,3,MOLD-02,12096,soak,process.sample,338.8,335.7,0.0,1.94,kN
2026-06-01 09:07:30,M-01,CYC-0033,LENS-A,RCP-A,3,MOLD-02,12096,press,process.sample,381.0,377.1,515.7,3.98,kN
2026-06-01 09:07:45,M-01,CYC-0033,LENS-A,RCP-A,3,MOLD-02,12096,anneal,process.sample,418.0,414.3,533.1,5.98,kN
2026-06-01 09:08:00,M-01,CYC-0033,LENS-A,RCP-A,3,MOLD-02,12096,cool,process.sample,460.0,456.7,505.4,8.10,kN
2026-06-01 09:08:15,M-01,CYC-0033,LENS-A,RCP-A,3,MOLD-02,12096,cool,cycle.completed,120.1,117.2,0.0,10.00,kN
2026-06-01 09:08:45,M-01,CYC-0034,LENS-A,RCP-A,3,MOLD-02,12099,preheat,cycle.started,180.5,178.4,0.0,0.00,kN
2026-06-01 09:09:05,M-01,CYC-0034,LENS-A,RCP-A,3,MOLD-02,12099,preheat,process.sample,301.6,299.7,0.0,0.02,kN
2026-06-01 09:09:20,M-01,CYC-0034,LENS-A,RCP-A,3,MOLD-02,12099,soak,process.sample,339.9,337.8,0.0,1.98,kN
2026-06-01 09:09:35,M-01,CYC-0034,LENS-A,RCP-A,3,MOLD-02,12099,press,process.sample,382.3,377.0,526.4,3.96,kN
2026-06-01 09:09:50,M-01,CYC-0034,LENS-A,RCP-A,3,MOLD-02,12099,anneal,process.sample,422.2,420.8,506.8,6.03,kN
2026-06-01 09:10:05,M-01,CYC-0034,LENS-A,RCP-A,3,MOLD-02,12099,cool,process.sample,461.5,460.2,521.7,8.08,kN
2026-06-01 09:10:20,M-01,CYC-0034,LENS-A,RCP-A,3,MOLD-02,12099,cool,cycle.completed,120.6,117.9,0.0,10.00,kN
2026-06-01 09:10:50,M-01,CYC-0035,LENS-A,RCP-A,3,MOLD-02,12102,preheat,cycle.started,178.2,179.3,0.0,0.00,kN
2026-06-01 09:11:10,M-01,CYC-0035,LENS-A,RCP-A,3,MOLD-02,12102,preheat,process.sample,298.8,297.5,0.0,0.08,kN
2026-06-01 09:11:25,M-01,CYC-0035,LENS-A,RCP-A,3,MOLD-02,12102,soak,process.sample,342.8,338.0,0.0,1.95,kN
2026-06-01 09:11:40,M-01,CYC-0035,LENS-A,RCP-A,3,MOLD-02,12102,press,process.sample,378.5,374.9,515.4,3.96,kN
2026-06-01 09:11:55,M-01,CYC-0035,LENS-A,RCP-A,3,MOLD-02,12102,anneal,process.sample,421.4,418.3,508.1,6.02,kN
2026-06-01 09:12:10,M-01,CYC-0035,LENS-A,RCP-A,3,MOLD-02,12102,cool,process.sample,459.6,455.2,526.0,8.04,kN
2026-06-01 09:12:25,M-01,CYC-0035,LENS-A,RCP-A,3,MOLD-02,12102,cool,cycle.completed,120.0,119.6,0.0,10.00,kN
2026-06-01 09:12:55,M-01,CYC-0036,LENS-A,RCP-A,3,MOLD-02,12105,preheat,cycle.started,180.5,176.8,0.0,0.00,kN
2026-06-01 09:13:15,M-01,CYC-0036,LENS-A,RCP-A,3,MOLD-02,12105,preheat,process.sample,300.6,299.0,0.0,0.08,kN
2026-06-01 09:13:30,M-01,CYC-0036,LENS-A,RCP-A,3,MOLD-02,12105,soak,process.sample,337.8,335.5,0.0,2.05,kN
2026-06-01 09:13:45,M-01,CYC-0036,LENS-A,RCP-A,3,MOLD-02,12105,press,process.sample,382.3,377.9,506.3,4.03,kN
2026-06-01 09:14:00,M-01,CYC-0036,LENS-A,RCP-A,3,MOLD-02,12105,anneal,process.sample,418.2,416.4,512.0,5.96,kN
2026-06-01 09:14:15,M-01,CYC-0036,LENS-A,RCP-A,3,MOLD-02,12105,cool,process.sample,461.0,458.7,507.7,7.98,kN
2026-06-01 09:14:30,M-01,CYC-0036,LENS-A,RCP-A,3,MOLD-02,12105,cool,cycle.completed,121.5,120.1,0.0,10.00,kN
2026-06-01 09:15:00,M-01,CYC-0037,LENS-A,RCP-A,3,MOLD-02,12108,preheat,cycle.started,181.1,178.1,0.0,0.00,kN
2026-06-01 09:15:20,M-01,CYC-0037,LENS-A,RCP-A,3,MOLD-02,12108,preheat,process.sample,297.2,295.6,0.0,0.03,kN
2026-06-01 09:15:35,M-01,CYC-0037,LENS-A,RCP-A,3,MOLD-02,12108,soak,process.sample,337.1,335.6,0.0,1.92,kN
2026-06-01 09:15:50,M-01,CYC-0037,LENS-A,RCP-A,3,MOLD-02,12108,press,process.sample,381.7,376.3,531.5,3.97,kN
2026-06-01 09:16:05,M-01,CYC-0037,LENS-A,RCP-A,3,MOLD-02,12108,anneal,process.sample,418.0,412.9,523.9,6.06,kN
2026-06-01 09:16:20,M-01,CYC-0037,LENS-A,RCP-A,3,MOLD-02,12108,cool,process.sample,461.7,459.6,533.4,8.02,kN
2026-06-01 09:16:35,M-01,CYC-0037,LENS-A,RCP-A,3,MOLD-02,12108,cool,cycle.completed,119.7,120.1,0.0,10.00,kN
2026-06-01 09:17:05,M-01,CYC-0038,LENS-A,RCP-A,3,MOLD-02,12111,preheat,cycle.started,178.9,179.4,0.0,0.00,kN
2026-06-01 09:17:25,M-01,CYC-0038,LENS-A,RCP-A,3,MOLD-02,12111,preheat,process.sample,297.5,294.5,0.0,-0.02,kN
2026-06-01 09:17:40,M-01,CYC-0038,LENS-A,RCP-A,3,MOLD-02,12111,soak,process.sample,341.9,336.0,0.0,1.94,kN
2026-06-01 09:17:55,M-01,CYC-0038,LENS-A,RCP-A,3,MOLD-02,12111,press,process.sample,380.7,375.6,513.1,4.08,kN
2026-06-01 09:18:10,M-01,CYC-0038,LENS-A,RCP-A,3,MOLD-02,12111,anneal,process.sample,421.3,416.9,518.7,5.95,kN
2026-06-01 09:18:25,M-01,CYC-0038,LENS-A,RCP-A,3,MOLD-02,12111,cool,process.sample,457.1,451.3,524.5,8.06,kN
2026-06-01 09:18:40,M-01,CYC-0038,LENS-A,RCP-A,3,MOLD-02,12111,cool,cycle.completed,119.2,119.2,0.0,10.00,kN
2026-06-01 09:19:10,M-01,CYC-0039,LENS-A,RCP-A,3,MOLD-02,12114,preheat,cycle.started,181.8,178.4,0.0,0.00,kN
2026-06-01 09:19:30,M-01,CYC-0039,LENS-A,RCP-A,3,MOLD-02,12114,preheat,process.sample,300.8,295.6,0.0,-0.07,kN
2026-06-01 09:19:45,M-01,CYC-0039,LENS-A,RCP-A,3,MOLD-02,12114,soak,process.sample,338.8,334.3,0.0,2.01,kN
2026-06-01 09:20:00,M-01,CYC-0039,LENS-A,RCP-A,3,MOLD-02,12114,press,process.sample,380.7,378.2,517.7,3.91,kN
2026-06-01 09:20:15,M-01,CYC-0039,LENS-A,RCP-A,3,MOLD-02,12114,anneal,process.sample,421.6,419.0,530.7,6.08,kN
2026-06-01 09:20:30,M-01,CYC-0039,LENS-A,RCP-A,3,MOLD-02,12114,cool,process.sample,460.7,458.6,512.2,8.06,kN
2026-06-01 09:20:45,M-01,CYC-0039,LENS-A,RCP-A,3,MOLD-02,12114,cool,cycle.completed,117.6,115.2,0.0,10.00,kN
2026-06-01 09:21:15,M-01,CYC-0040,LENS-A,RCP-A,3,MOLD-02,12117,preheat,cycle.started,182.0,176.6,0.0,0.00,kN
2026-06-01 09:21:35,M-01,CYC-0040,LENS-A,RCP-A,3,MOLD-02,12117,preheat,process.sample,299.6,295.4,0.0,0.03,kN
2026-06-01 09:21:50,M-01,CYC-0040,LENS-A,RCP-A,3,MOLD-02,12117,soak,process.sample,342.6,338.4,0.0,1.92,kN
2026-06-01 09:22:05,M-01,CYC-0040,LENS-A,RCP-A,3,MOLD-02,12117,press,process.sample,380.1,374.7,517.2,4.00,kN
2026-06-01 09:22:20,M-01,CYC-0040,LENS-A,RCP-A,3,MOLD-02,12117,anneal,process.sample,418.5,416.7,514.9,6.03,kN
2026-06-01 09:22:35,M-01,CYC-0040,LENS-A,RCP-A,3,MOLD-02,12117,cool,process.sample,462.9,461.3,518.7,8.10,kN
2026-06-01 09:22:50,M-01,CYC-0040,LENS-A,RCP-A,3,MOLD-02,12117,cool,cycle.completed,120.1,115.8,0.0,10.00,kN
2026-06-01 09:23:20,M-01,CYC-0041,LENS-A,RCP-A,3,MOLD-09,500,preheat,cycle.started,179.1,178.1,0.0,0.00,N
2026-06-01 09:23:40,M-01,CYC-0041,LENS-A,RCP-A,3,MOLD-09,500,preheat,process.sample,299.6,294.9,0.0,0.09,N
2026-06-01 09:23:55,M-01,CYC-0041,LENS-A,RCP-A,3,MOLD-09,500,soak,process.sample,337.2,335.6,0.0,2.04,N
2026-06-01 09:24:10,M-01,CYC-0041,LENS-A,RCP-A,3,MOLD-09,500,press,process.sample,377.4,376.1,512.9,3.92,N
2026-06-01 09:24:25,M-01,CYC-0041,LENS-A,RCP-A,3,MOLD-09,500,anneal,process.sample,417.7,414.9,522.4,5.96,N
2026-06-01 09:24:40,M-01,CYC-0041,LENS-A,RCP-A,3,MOLD-09,500,cool,process.sample,458.8,452.9,533.6,8.07,N
2026-06-01 09:24:55,M-01,CYC-0041,LENS-A,RCP-A,3,MOLD-09,500,cool,cycle.completed,121.5,116.0,0.0,10.00,N
2026-06-01 09:25:25,M-01,CYC-0042,LENS-A,RCP-A,3,MOLD-09,502,preheat,cycle.started,178.4,179.8,0.0,0.00,N
2026-06-01 09:25:45,M-01,CYC-0042,LENS-A,RCP-A,3,MOLD-09,502,preheat,process.sample,302.8,298.4,0.0,-0.04,N
2026-06-01 09:26:00,M-01,CYC-0042,LENS-A,RCP-A,3,MOLD-09,502,soak,process.sample,341.4,340.0,0.0,1.94,N
2026-06-01 09:26:15,M-01,CYC-0042,LENS-A,RCP-A,3,MOLD-09,502,press,process.sample,379.1,373.4,510.8,4.01,N
2026-06-01 09:26:30,M-01,CYC-0042,LENS-A,RCP-A,3,MOLD-09,502,anneal,process.sample,417.5,414.6,509.6,5.98,N
2026-06-01 09:26:45,M-01,CYC-0042,LENS-A,RCP-A,3,MOLD-09,502,cool,process.sample,458.6,456.6,534.5,7.95,N
2026-06-01 09:27:00,M-01,CYC-0042,LENS-A,RCP-A,3,MOLD-09,502,cool,cycle.completed,120.3,120.9,0.0,10.00,N
2026-06-01 09:27:30,M-01,CYC-0043,LENS-A,RCP-A,3,MOLD-09,504,preheat,cycle.started,180.5,179.8,0.0,0.00,N
2026-06-01 09:27:50,M-01,CYC-0043,LENS-A,RCP-A,3,MOLD-09,504,preheat,process.sample,299.5,295.3,0.0,-0.06,N
2026-06-01 09:28:05,M-01,CYC-0043,LENS-A,RCP-A,3,MOLD-09,504,soak,process.sample,338.9,336.8,0.0,2.00,N
2026-06-01 09:28:20,M-01,CYC-0043,LENS-A,RCP-A,3,MOLD-09,504,press,process.sample,378.8,377.1,526.4,4.01,N
2026-06-01 09:28:35,M-01,CYC-0043,LENS-A,RCP-A,3,MOLD-09,504,anneal,process.sample,417.1,415.3,509.4,6.00,N
2026-06-01 09:28:50,M-01,CYC-0043,LENS-A,RCP-A,3,MOLD-09,504,cool,process.sample,462.7,458.5,507.1,8.06,N
2026-06-01 09:29:05,M-01,CYC-0043,LENS-A,RCP-A,3,MOLD-09,504,cool,cycle.completed,118.2,120.4,0.0,10.00,N
2026-06-01 09:29:35,M-01,CYC-0044,LENS-A,RCP-A,3,MOLD-09,506,preheat,cycle.started,178.5,176.4,0.0,0.00,N
2026-06-01 09:29:55,M-01,CYC-0044,LENS-A,RCP-A,3,MOLD-09,506,preheat,process.sample,298.6,295.9,0.0,-0.01,N
2026-06-01 09:30:10,M-01,CYC-0044,LENS-A,RCP-A,3,MOLD-09,506,soak,process.sample,338.4,336.2,0.0,1.95,N
2026-06-01 09:30:25,M-01,CYC-0044,LENS-A,RCP-A,3,MOLD-09,506,press,process.sample,382.8,380.8,513.7,4.05,N
2026-06-01 09:30:40,M-01,CYC-0044,LENS-A,RCP-A,3,MOLD-09,506,anneal,process.sample,421.0,418.9,524.7,5.99,N
2026-06-01 09:30:55,M-01,CYC-0044,LENS-A,RCP-A,3,MOLD-09,506,cool,process.sample,462.1,460.1,524.2,7.94,N
2026-06-01 09:31:10,M-01,CYC-0044,LENS-A,RCP-A,3,MOLD-09,506,cool,cycle.completed,120.4,117.5,0.0,10.00,N
2026-06-01 09:31:40,M-01,CYC-0045,LENS-A,RCP-A,3,MOLD-09,508,preheat,cycle.started,181.9,178.5,0.0,0.00,N
2026-06-01 09:32:00,M-01,CYC-0045,LENS-A,RCP-A,3,MOLD-09,508,preheat,process.sample,302.9,300.1,0.0,-0.09,N
2026-06-01 09:32:15,M-01,CYC-0045,LENS-A,RCP-A,3,MOLD-09,508,soak,process.sample,337.7,336.2,0.0,1.99,N
2026-06-01 09:32:30,M-01,CYC-0045,LENS-A,RCP-A,3,MOLD-09,508,press,process.sample,379.3,373.9,520.1,3.98,N
2026-06-01 09:32:45,M-01,CYC-0045,LENS-A,RCP-A,3,MOLD-09,508,anneal,process.sample,417.3,415.3,510.9,6.00,N
2026-06-01 09:33:00,M-01,CYC-0045,LENS-A,RCP-A,3,MOLD-09,508,cool,process.sample,460.4,459.1,507.8,8.09,N
2026-06-01 09:33:45,M-01,CYC-0046,LENS-A,RCP-A,3,MOLD-09,510,preheat,cycle.started,181.6,178.4,0.0,0.00,N
2026-06-01 09:34:05,M-01,CYC-0046,LENS-A,RCP-A,3,MOLD-09,510,preheat,process.sample,301.0,298.0,0.0,0.07,N
2026-06-01 09:34:20,M-01,CYC-0046,LENS-A,RCP-A,3,MOLD-09,510,soak,process.sample,342.8,337.3,0.0,1.95,N
2026-06-01 09:34:35,M-01,CYC-0046,LENS-A,RCP-A,3,MOLD-09,510,press,process.sample,378.3,376.6,528.9,4.10,N
2026-06-01 09:34:50,M-01,CYC-0046,LENS-A,RCP-A,3,MOLD-09,510,anneal,process.sample,419.4,413.9,525.9,5.97,N
2026-06-01 09:35:05,M-01,CYC-0046,LENS-A,RCP-A,3,MOLD-09,510,cool,process.sample,457.1,451.9,516.5,7.93,N
2026-06-01 09:35:20,M-01,CYC-0046,LENS-A,RCP-A,3,MOLD-09,510,cool,cycle.completed,118.8,115.5,0.0,10.00,N
2026-06-01 09:35:50,M-01,CYC-0047,LENS-A,RCP-A,3,MOLD-09,512,preheat,cycle.started,180.6,178.2,0.0,0.00,N
2026-06-01 09:36:10,M-01,CYC-0047,LENS-A,RCP-A,3,MOLD-09,512,preheat,process.sample,300.6,294.7,0.0,0.09,N
2026-06-01 09:36:25,M-01,CYC-0047,LENS-A,RCP-A,3,MOLD-09,512,soak,process.sample,340.2,337.4,0.0,2.10,N
2026-06-01 09:36:40,M-01,CYC-0047,LENS-A,RCP-A,3,MOLD-09,512,press,process.sample,381.3,379.5,520.4,3.91,N
2026-06-01 09:36:55,M-01,CYC-0047,LENS-A,RCP-A,3,MOLD-09,512,anneal,process.sample,420.5,414.6,533.2,5.98,N
2026-06-01 09:37:10,M-01,CYC-0047,LENS-A,RCP-A,3,MOLD-09,512,cool,process.sample,459.3,454.9,530.0,8.09,N
2026-06-01 09:37:25,M-01,CYC-0047,LENS-A,RCP-A,3,MOLD-09,512,cool,cycle.completed,122.2,116.1,0.0,10.00,N
2026-06-01 09:37:55,M-01,CYC-0048,LENS-A,RCP-A,3,MOLD-09,514,preheat,cycle.started,179.9,177.7,0.0,0.00,N
2026-06-01 09:38:15,M-01,CYC-0048,LENS-A,RCP-A,3,MOLD-09,514,preheat,process.sample,297.7,296.0,0.0,0.06,N
2026-06-01 09:38:30,M-01,CYC-0048,LENS-A,RCP-A,3,MOLD-09,514,soak,process.sample,340.7,338.6,0.0,2.05,N
2026-06-01 09:38:45,M-01,CYC-0048,LENS-A,RCP-A,3,MOLD-09,514,press,process.sample,378.4,375.1,520.4,4.05,N
2026-06-01 09:39:00,M-01,CYC-0048,LENS-A,RCP-A,3,MOLD-09,514,anneal,process.sample,421.3,419.1,509.7,6.09,N
2026-06-01 09:39:15,M-01,CYC-0048,LENS-A,RCP-A,3,MOLD-09,514,cool,process.sample,460.8,455.9,521.8,8.01,N
2026-06-01 09:39:30,M-01,CYC-0048,LENS-A,RCP-A,3,MOLD-09,514,cool,cycle.completed,120.8,119.1,0.0,10.00,N
2026-06-01 09:40:00,M-01,CYC-0049,LENS-A,RCP-A,3,MOLD-09,516,preheat,cycle.started,180.0,176.4,0.0,0.00,N
2026-06-01 09:40:20,M-01,CYC-0049,LENS-A,RCP-A,3,MOLD-09,516,preheat,process.sample,301.9,297.6,0.0,-0.05,N
2026-06-01 09:40:35,M-01,CYC-0049,LENS-A,RCP-A,3,MOLD-09,516,soak,process.sample,339.7,338.3,0.0,2.04,N
2026-06-01 09:40:50,M-01,CYC-0049,LENS-A,RCP-A,3,MOLD-09,516,press,process.sample,381.7,377.2,519.0,3.91,N
2026-06-01 09:41:05,M-01,CYC-0049,LENS-A,RCP-A,3,MOLD-09,516,anneal,process.sample,419.1,416.7,514.1,6.02,N
2026-06-01 09:41:20,M-01,CYC-0049,LENS-A,RCP-A,3,MOLD-09,516,cool,process.sample,460.9,457.8,515.5,7.92,N
2026-06-01 09:41:35,M-01,CYC-0049,LENS-A,RCP-A,3,MOLD-09,516,cool,cycle.completed,120.8,116.0,0.0,10.00,N
2026-06-01 09:42:05,M-01,CYC-0050,LENS-A,RCP-A,3,MOLD-09,518,preheat,cycle.started,178.8,176.5,0.0,0.00,N
2026-06-01 09:42:25,M-01,CYC-0050,LENS-A,RCP-A,3,MOLD-09,518,preheat,process.sample,297.2,291.7,0.0,-0.07,N
2026-06-01 09:42:40,M-01,CYC-0050,LENS-A,RCP-A,3,MOLD-09,518,soak,process.sample,339.6,335.1,0.0,1.93,N
2026-06-01 09:42:55,M-01,CYC-0050,LENS-A,RCP-A,3,MOLD-09,518,press,process.sample,378.6,374.9,507.2,4.06,N
2026-06-01 09:43:10,M-01,CYC-0050,LENS-A,RCP-A,3,MOLD-09,518,anneal,process.sample,418.3,414.6,533.5,5.97,N
2026-06-01 09:43:25,M-01,CYC-0050,LENS-A,RCP-A,3,MOLD-09,518,cool,process.sample,458.6,456.6,532.9,8.04,N
2026-06-01 09:43:40,M-01,CYC-0050,LENS-A,RCP-A,3,MOLD-09,518,cool,cycle.completed,119.7,117.5,0.0,10.00,N
2026-06-01 09:44:10,M-01,CYC-0051,LENS-A,RCP-A,3,MOLD-09,520,preheat,cycle.started,181.5,178.9,0.0,0.00,N
2026-06-01 09:44:30,M-01,CYC-0051,LENS-A,RCP-A,3,MOLD-09,520,preheat,process.sample,297.3,295.9,0.0,0.03,N
2026-06-01 09:44:45,M-01,CYC-0051,LENS-A,RCP-A,3,MOLD-09,520,soak,process.sample,340.3,335.9,0.0,1.92,N
2026-06-01 09:45:00,M-01,CYC-0051,LENS-A,RCP-A,3,MOLD-09,520,press,process.sample,381.8,376.3,526.2,4.07,N
2026-06-01 09:45:15,M-01,CYC-0051,LENS-A,RCP-A,3,MOLD-09,520,anneal,process.sample,419.9,416.2,511.8,5.91,N
2026-06-01 09:45:30,M-01,CYC-0051,LENS-A,RCP-A,3,MOLD-09,520,cool,process.sample,457.4,451.8,517.2,8.04,N
2026-06-01 09:45:45,M-01,CYC-0051,LENS-A,RCP-A,3,MOLD-09,520,cool,cycle.completed,122.9,115.2,0.0,10.00,N
2026-06-01 09:46:15,M-01,CYC-0052,LENS-A,RCP-A,3,MOLD-09,522,preheat,cycle.started,178.8,176.8,0.0,0.00,N
2026-06-01 09:46:35,M-01,CYC-0052,LENS-A,RCP-A,3,MOLD-09,522,preheat,process.sample,300.1,298.3,0.0,0.07,N
2026-06-01 09:46:50,M-01,CYC-0052,LENS-A,RCP-A,3,MOLD-09,522,soak,process.sample,342.1,336.8,0.0,2.01,N
2026-06-01 09:47:05,M-01,CYC-0052,LENS-A,RCP-A,3,MOLD-09,522,press,process.sample,377.7,371.8,507.0,3.92,N
2026-06-01 09:47:20,M-01,CYC-0052,LENS-A,RCP-A,3,MOLD-09,522,anneal,process.sample,422.8,419.6,531.0,6.09,N
2026-06-01 09:47:35,M-01,CYC-0052,LENS-A,RCP-A,3,MOLD-09,522,cool,process.sample,457.9,454.8,534.3,8.09,N
2026-06-01 09:47:50,M-01,CYC-0052,LENS-A,RCP-A,3,MOLD-09,522,cool,cycle.completed,119.7,117.4,0.0,10.00,N
2026-06-01 09:48:20,M-01,CYC-0053,LENS-A,RCP-A,3,MOLD-09,524,preheat,cycle.started,180.1,177.6,0.0,0.00,N
2026-06-01 09:48:40,M-01,CYC-0053,LENS-A,RCP-A,3,MOLD-09,524,preheat,process.sample,301.4,299.5,0.0,0.01,N
2026-06-01 09:48:55,M-01,CYC-0053,LENS-A,RCP-A,3,MOLD-09,524,soak,process.sample,337.3,335.8,0.0,1.98,N
2026-06-01 09:49:10,M-01,CYC-0053,LENS-A,RCP-A,3,MOLD-09,524,press,process.sample,379.1,376.0,522.2,4.00,N
2026-06-01 09:49:25,M-01,CYC-0053,LENS-A,RCP-A,3,MOLD-09,524,anneal,process.sample,417.6,415.6,522.1,6.00,N
2026-06-01 09:49:40,M-01,CYC-0053,LENS-A,RCP-A,3,MOLD-09,524,cool,process.sample,460.1,454.1,511.9,7.91,N
2026-06-01 09:49:55,M-01,CYC-0053,LENS-A,RCP-A,3,MOLD-09,524,cool,cycle.completed,122.8,115.4,0.0,10.00,N
2026-06-01 09:50:25,M-01,CYC-0054,LENS-A,RCP-A,3,MOLD-09,526,preheat,cycle.started,181.3,179.3,0.0,0.00,N
2026-06-01 09:50:45,M-01,CYC-0054,LENS-A,RCP-A,3,MOLD-09,526,preheat,process.sample,302.7,299.8,0.0,0.09,N
